age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
-0.7851087290728038,0.8011560541932752,-0.24455730402988873,-0.293010434612941,-0.13051950803666765,1.1010819287145623,0.842693618862445,2.27438772116208,-0.7576917660176083,-0.5999427050127517,0.8206137766539476,-0.03018488896502371,-0.5797415603448309,3.1468250661869,2.168646081934625,-2.6392146591197276,0
-0.5887824652386443,-0.11584820470784087,1.4478807861423508,1.040370382738327,-0.13051950803666765,-0.017304831842415734,0.842693618862445,-0.4396787718714284,-0.7576917660176083,0.0062130969703265,-1.8972128485712985,-0.19662381984739163,-0.5797415603448309,3.053353163787242,0.324951219503488,-2.6392146591197276,0
-1.0795981248240432,-0.11584820470784087,-0.24455730402988873,1.040370382738327,-0.13051950803666765,0.023671246037834118,0.842693618862445,2.27438772116208,1.4203657719417402,-1.5697919881856768,0.14115712034763614,-0.13004824749444446,0.35419570964281455,-0.3843356911335288,-0.2896137346402245,0.4192668386530131,0
1.7671327007712705,-1.0328524636089569,-0.24455730402988873,-0.293010434612941,-0.13051950803666765,-0.4563342377022356,0.842693618862445,-0.4396787718714284,1.4203657719417402,-1.3273296673924455,0.8206137766539476,-0.0016525008137606367,-0.5797415603448309,-0.3843356911335288,-0.2896137346402245,0.4192668386530131,0
-0.5887824652386443,-0.11584820470784087,1.4478807861423508,1.040370382738327,-0.13051950803666765,-0.2134046331264686,-1.1866709057912455,-0.4396787718714284,-0.7576917660176083,0.854831219746636,-0.8780278641118312,-0.40586133295665416,-0.26842913701561577,1.4539450560597533,1.5540811277909128,-2.6392146591197276,0
-0.4906193333215645,0.49548796789290317,-0.24455730402988873,1.040370382738327,-0.13051950803666765,-0.3564956987400395,0.842693618862445,-0.4396787718714284,-0.7576917660176083,-0.23624922382290478,0.8206137766539476,0.5452182720854483,-0.5797415603448309,3.053353163787242,0.9395161736472004,-1.619720826528814,0
-0.19612993757032515,1.4124922267940192,-0.24455730402988873,-0.293010434612941,-0.13051950803666765,-0.40852881350861076,0.842693618862445,-0.4396787718714284,-0.7576917660176083,-1.2060985069958299,0.8206137766539476,-0.35830735270454905,-0.26842913701561577,-0.3843356911335288,-0.2896137346402245,0.4192668386530131,0
0.19652259009799394,0.8011560541932752,-0.24455730402988873,-1.626391251964209,-0.13051950803666765,-0.48495245082494975,0.842693618862445,2.27438772116208,-0.7576917660176083,0.12744425736694215,-1.8972128485712985,0.4120671273795539,-0.5797415603448309,1.1527578149941873,0.9395161736472004,-2.6392146591197276,0
0.19652259009799394,-1.338520549909329,-0.24455730402988873,-0.293010434612941,-0.13051950803666765,-0.37047959833409305,0.842693618862445,-0.4396787718714284,-0.7576917660176083,0.12744425736694215,-1.8972128485712985,-0.5390124776625485,-0.26842913701561577,-0.3843356911335288,-0.2896137346402245,0.4192668386530131,0
-0.4906193333215645,1.4124922267940192,-0.24455730402988873,1.040370382738327,-0.13051950803666765,-0.09567971096257617,-1.1866709057912455,-0.4396787718714284,-0.7576917660176083,-0.35748038421952044,-1.5574845204181427,0.4833980977577116,-0.26842913701561577,-0.3843356911335288,-0.2896137346402245,0.4192668386530131,0
-0.9814349929069633,-1.0328524636089569,-0.24455730402988873,-0.293010434612941,-0.13051950803666765,-0.3392597294729503,0.842693618862445,2.27438772116208,-0.7576917660176083,1.58221818212633,-0.5382995359586754,-0.6531420302676008,-0.5797415603448309,2.129019906723953,0.324951219503488,-2.6392146591197276,0
-0.09796680565324538,-0.11584820470784087,-0.24455730402988873,1.040370382738327,-0.13051950803666765,-0.39324408604534294,-1.1866709057912455,2.27438772116208,-0.7576917660176083,1.58221818212633,-1.5574845204181427,-0.17760222774654957,-0.26842913701561577,-0.3843356911335288,-0.2896137346402245,0.4192668386530131,0
1.4726433050200312,1.4124922267940192,-0.24455730402988873,-0.293010434612941,-0.13051950803666765,0.868233740125206,-1.1866709057912455,-0.4396787718714284,-0.7576917660176083,1.3397558613330987,-1.5574845204181427,0.06016767351397602,0.6655081329720297,-0.3843356911335288,-0.2896137346402245,0.4192668386530131,0
-0.39245620140448473,-1.338520549909329,1.4478807861423508,1.040370382738327,-0.13051950803666765,0.2971703055401367,0.842693618862445,-0.4396787718714284,-0.7576917660176083,0.4911377385567891,-1.8972128485712985,-0.5342570796373379,-0.5797415603448309,1.204686649660664,0.9395161736472004,-2.6392146591197276,0
-1.5704137844094421,-1.0328524636089569,1.4478807861423508,-1.626391251964209,-0.13051950803666765,-0.5282049774763246,0.842693618862445,-0.4396787718714284,1.4203657719417402,0.854831219746636,0.8206137766539476,0.11247705179129165,-0.5797415603448309,-0.3843356911335288,-0.2896137346402245,0.4192668386530131,0
